uri	name	type	synonyms	definition	resource	wikipedia
http://purl.obolibrary.org/obo/ENVO_01000198	mixed forest biome	yes/no	mixed forest, mixed forests	A mixed forest in which dominant ecological communities have reached their climax successional state.	The Environment Ontology	https://en.wikipedia.org/wiki/Temperate_broadleaf_and_mixed_forests
http://purl.obolibrary.org/obo/ENVO_01000448	mixed grassland	yes/no	mixed grasslands, tall and short grasses, short and tall grasses	A grassland which contains a mixture of tall and short grasses.	The Environment Ontology	https://en.wikipedia.org/wiki/Northern_mixed_grasslands
http://purl.obolibrary.org/obo/ENVO_01001836	montane biome	yes/no	montane ecosystem	A biome which is subject to montane altitudinal conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Montane_ecosystems
http://purl.obolibrary.org/obo/ENVO_01000347	montane conifer woodland	yes/no	montane conifer ecosystem, montane woodland, montane woodlands	A montane conifer woodland is a conifer woodland which is located within an altitude range that falls between mid-altitude forests and the tree line.	The Environment Ontology	https://en.wikipedia.org/wiki/Montane_ecosystems
http://purl.obolibrary.org/obo/ENVO_01000185	montane desert biome	yes/no	montane desert, montane deserts	A montane desert biome is a desert biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Montane_ecosystems
http://purl.obolibrary.org/obo/ENVO_01000435	montane forest	yes/no	montane forests	Montane forests occur between the submontane zone and the subalpine zone	The Environment Ontology	https://en.wikipedia.org/wiki/Montane_ecosystems
http://purl.obolibrary.org/obo/ENVO_01001808	montane grassland	yes/no	montane grasslands	High altitude grasslands and shrublands around the world	The Environment Ontology	https://en.wikipedia.org/wiki/Montane_grasslands_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000194	montane grassland biome	yes/no	montane grassland, montane grasslands	A montane grassland biome is a grassland biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Montane_grasslands_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000223	montane savanna biome	yes/no	montane savanna, montane savannas	A montane savanna biome is a savanna biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Montane_grasslands_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000216	montane shrubland biome	yes/no	montane shrubland, montane shrublands	A montane shrubland biome is a shrubland biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Montane_grasslands_and_shrublands
http://purl.obolibrary.org/obo/ENVO_00000231	moor	yes/no	moorland, moorlands	A wetland found in upland areas, characterised by acidic soils.	The Environment Ontology	https://en.wikipedia.org/wiki/Moorland
http://purl.obolibrary.org/obo/ENVO_08000002	mouth environment	yes/no	mouths, oral cavity, buccal cavity	An environment that is determined by a mouth.	The Environment Ontology	https://en.wikipedia.org/wiki/Mouth
http://purl.obolibrary.org/obo/ENVO_00000192	mudflat	yes/no	mudflats, mud flats, muddy wetland	A wetland that forms when mud is deposited by the tides, rivers, sea or oceans.	The Environment Ontology	https://en.wikipedia.org/wiki/Mudflat
http://purl.obolibrary.org/obo/ENVO_01000433	needleleaf forest	yes/no	coniferous forest, conifer forest	Needleleaf forest is composed largely of conifers: straighttrunked, cone-shaped trees with relatively short branches and small, narrow, needle-like leaves.	The Environment Ontology	https://en.wikipedia.org/wiki/Forest#Temperate_needleleaf
http://purl.obolibrary.org/obo/ENVO_01000239	oak woodland	yes/no	oak woodlands, oak forest	An oak woodland is a woodland which has a tree community primarily composed of oak trees.	The Environment Ontology	https://en.wikipedia.org/wiki/Oak_woodland
http://purl.obolibrary.org/obo/ENVO_01000048	ocean biome	yes/no	oceans, oceanic	A marine biome which is determined by an ocean.	The Environment Ontology	https://en.wikipedia.org/wiki/Ocean
http://purl.obolibrary.org/obo/ENVO_01000038	oceanic abyssopelagic zone biome	yes/no	abyssal zone, abyssopelagic	The abyssopelagic zone biome comprises the marine water column below the bathypelagic zone biome at approximately 2500 -2700 m and extends either to the hadal pelagic zone biome (at approximately 6000 m) or to the benthopelagic zone biome within ca. 100 m of the seafloor. The depth of 2700 m may be critical for physiological reasons as the change in hydrostatic pressure across this depth may preclude organism migration.	The Environment Ontology	https://en.wikipedia.org/wiki/Abyssal_zone
http://purl.obolibrary.org/obo/ENVO_01000037	oceanic bathypelagic zone biome	yes/no	bathyal zone, bathypelagic, midnight zone, bathypelagic zone	The bathypelagic zone biome comprises the marine water column below approximately 1000 m water depth - the maximum depth to which detectable daylight penetrates in all but the clearest oligotrophic waters - and extends to about 2500 - 2700 m water depth. In the temperate Atlantic, the beginning of the bathypelagic zone biome approximates to the deep oxygen minimum and the base of the permanent thermocline.	The Environment Ontology	https://en.wikipedia.org/wiki/Bathyal_zone
http://purl.obolibrary.org/obo/ENVO_01000040	oceanic benthopelagic zone biome	yes/no	demersal zone, benthopelagic zone, benthopelagic	The benthopelagic zone biome comprises regions of the marine water column which usually coincide with the benthic boundary layer (BBL) - the layer of isothermal and isohaline water contiguous to the sea floor. A general reversal in the declining gradient of pelagic biomass may be observed here, perhaps explained by viable nutrition on the sea floor being resuspended by bottom currents. This zone typically extends 100 m above the seafloor, but may reach upto1000 m during benthic storms.	The Environment Ontology	https://en.wikipedia.org/wiki/Demersal_zone
http://purl.obolibrary.org/obo/ENVO_01000035	oceanic epipelagic zone biome	yes/no	photic zone, euphotic zone, epipelagic zone, sunlight zone	The oceanic epipelagic zone biome comprises regions of the marine water column that occur offshore, beyond a continental shelf. This biome extends from the surface of the ocean to a depth of ca. 200-250m. Throughout the zone the light field tends to be asymmetrical vertically, so that the direction and elevation of the sun can still be detected. The oceanic epipelagic zone biome encompasses the euphotic zone and, where and when it occurs, the seasonal thermocline.	The Environment Ontology	https://en.wikipedia.org/wiki/Photic_zone
http://purl.obolibrary.org/obo/ENVO_01000039	oceanic hadal pelagic zone biome	yes/no	hadal pelagic zone, hadal zone, hadopelagic	The oceanic hadal pelagic zone biome comprises the water column in oceanic trenches occurring at depths between 6000m and 10,000m.	The Environment Ontology	https://en.wikipedia.org/wiki/Hadal_zone
http://purl.obolibrary.org/obo/ENVO_01000036	oceanic mesopelagic zone biome	yes/no	mesopelagic zone, mesopelagic, twilight zone	The oceanic mesopelagic zone biome comprises regions of the marine water column that occur offshore, beyond a continental shelf. This biome extends through the water column from approximately 200-1000 m depth - the maximal depth of light penetration in all but the clearest oligotrophic ocean regions. In comparison to the epipelagic zone, dominant forms of pelagic organisms do not change very much; however, there are marked changes in species composition and the proportion of smaller-sized individuals decreases.	The Environment Ontology	https://en.wikipedia.org/wiki/Mesopelagic_zone
http://purl.obolibrary.org/obo/ENVO_01000034	oceanic sea surface microlayer biome	yes/no	sea surface microlayer, sea surface, ocean surface, ocean surface microlayer	The oceanic sea surface microlayer (SML) biome comprises the top 1000 micrometers of the marine surface waters occurring offshore, away from a continental shelf. It is the boundary layer where all exchange occurs between the atmosphere and the ocean. The chemical, physical, and biological properties of the SML differ greatly from the sub-surface water just a few centimeters beneath.	The Environment Ontology	https://en.wikipedia.org/wiki/Sea_surface_microlayer
http://purl.obolibrary.org/obo/ENVO_00000120	oil palm plantation	yes/no	palm oil plantation, oil palm farm, oil palm estate, palm oil farm, palm oil estate	Palm oil is an edible vegetable oil derived from the mesocarp (reddish pulp) of the fruit of the oil palms.	The Environment Ontology	https://en.wikipedia.org/wiki/Palm_oil
http://purl.obolibrary.org/obo/ENVO_00000193	olive grove	yes/no	Olea europaea trees, olive farm, olive estate, olive plantation	a small group of Olea europaea trees	The Environment Ontology	https://en.wikipedia.org/wiki/Olive
http://purl.obolibrary.org/obo/ENVO_00000115	orchard	yes/no	orchards, fruit orchard, nut orchard	An intentional planting of trees or shrubs maintained for food, typically fruit, production.	The Environment Ontology	https://en.wikipedia.org/wiki/Orchard
http://purl.obolibrary.org/obo/ENVO_01001360	Paramo	yes/no	Páramo Andino, Andean Moorland	An alpine tundra ecosystem which exists above the continuous timberline but below the permanent snowline on elevated land in tropical regions.	The Environment Ontology	https://en.wikipedia.org/wiki/Andean_Moorland
http://purl.obolibrary.org/obo/ENVO_00000266	pasture	yes/no	pastures, grazing grassland, grazing grasslands	A grassland ecosystem which is used for grazing of ungulate livestock as part of a farm or ranch.	The Environment Ontology	https://en.wikipedia.org/wiki/Pasture
http://purl.obolibrary.org/obo/ENVO_00000044	peatland	yes/no	mire, quagmire, peatlands	A wetland ecosystem which accumulates acidic peat, a deposit of dead plant material.	The Environment Ontology	https://en.wikipedia.org/wiki/Mire
http://purl.obolibrary.org/obo/ENVO_00000117	plantation	yes/no	farm, estate, crops, farming	An intentional planting of a crop, on a large scale, usually for uses other than cereal production or pasture. The term is currently most often used for plantings of trees and shrubs. The term tends also to be used for plantings maintained on economic bases other than that of subsistence farming.	The Environment Ontology	https://en.wikipedia.org/wiki/Plantation
http://purl.obolibrary.org/obo/ENVO_00000119	planted forest	yes/no	restored forest, man-made forest	A forest that has been intentionally established by human intervention.	The Environment Ontology	
http://purl.obolibrary.org/obo/ENVO_00000239	pocasin	yes/no	pocosin, palustrine wetland, palustrine wetlands	A palustrine wetland with deep, acidic, sandy, peat soils. Groundwater saturates the soil except during brief seasonal dry spells and during prolonged droughts. Pocosin soils are nutrient deficient (oligotrophic), especially in phosphorus.	The Environment Ontology	https://en.wikipedia.org/wiki/Pocosin
http://purl.obolibrary.org/obo/ENVO_01000339	polar biome	yes/no	tundra climate, ice cap climate	A biome which is subject to polar climatic conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Polar_climate
http://purl.obolibrary.org/obo/ENVO_01000186	polar desert biome	yes/no	ice desert, ice deserts	A polar desert biome is a desert biome which is subject to low levels of insolation, annual precipitation less than 250 millimeters, and a mean temperature less than 10 degrees Celsius during its warmest month. Temperature changes in polar deserts frequently cross the freezing point of water.	The Environment Ontology	https://en.wikipedia.org/wiki/Polar_desert
http://purl.obolibrary.org/obo/ENVO_01000948	polar tree-line ecotone	yes/no	polar treeline, polar tree line	An ecotone which bridges a subpolar coniferous forest biome and a tundra biome.	The Environment Ontology	https://en.wikipedia.org/wiki/Tree_line
http://purl.obolibrary.org/obo/ENVO_01001625	polar tundra ecosystem	yes/no	polar tundra	A tundra ecosystem which is subject to polar climatic conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Tundra
http://purl.obolibrary.org/obo/ENVO_01000768	primary forest	yes/no	old-growth forest, primary forests, virgin forest, late seral forest, primeval forest	Forest which originally covered a region before changes in the environment brought about by people. (Source: PHC)	The Environment Ontology	https://en.wikipedia.org/wiki/Old-growth_forest
http://purl.obolibrary.org/obo/ENVO_01001207	ranch	yes/no	livestock farm, livestock estate	An area of land used for the herding and grazing of livestock.	The Environment Ontology	https://en.wikipedia.org/wiki/Ranch
http://purl.obolibrary.org/obo/ENVO_01000247	rangeland biome	yes/no	tallgrass prairies, shortgrass prairies, grazed grasslands	A rangeland biome is an anthropogenic terrestrial biome which is primarily used for the rearing and grazing of livestock.	The Environment Ontology	https://en.wikipedia.org/wiki/Rangeland
http://purl.obolibrary.org/obo/ENVO_00000296	rice field	yes/no	paddy field, paddy-field, rice paddy	A paddy field for the cultivation of rice.	The Environment Ontology	https://en.wikipedia.org/wiki/Paddy_field
http://purl.obolibrary.org/obo/ENVO_00000164	rubber plantation	yes/no	rubber farm, rubber estate, latex farm, latex estate, latex plantation	Cultivation of natural rubber, or latex, consisting of polymers of the organic compound isoprene, with minor impurities of other organic compounds	The Environment Ontology	https://en.wikipedia.org/wiki/Natural_rubber
http://purl.obolibrary.org/obo/ENVO_00000054	saline marsh	yes/no	salty marshes, salty marshland	A marsh whose water contains a considerable quantity of dissolved salts.	The Environment Ontology	https://en.wikipedia.org/wiki/Marsh
http://purl.obolibrary.org/obo/ENVO_00000240	saline wetland	yes/no	salty wetland, salty wetlands	A wetland ecosystem in which soil is saturated with saline water.	The Environment Ontology	https://en.wikipedia.org/wiki/Wetland
http://purl.obolibrary.org/obo/ENVO_01000178	savanna biome	yes/no	savanna, savannah	A savanna biome is a woodland biome which has seasonal water availability and includes, across its entire spatial extent, trees spaced sufficiently far apart to allow an unbroken layer of grass, sedge (Cyperaceae) or  rush (Juncaceae) communities to live.	The Environment Ontology	https://en.wikipedia.org/wiki/Savanna
http://purl.obolibrary.org/obo/ENVO_01000176	shrubland biome	yes/no	shrubland, scrubland, scrub, brush, bush	A shrubland biome is a terrestrial biome which includes, across its entire spatial extent, dense groups of shrubs.	The Environment Ontology	https://en.wikipedia.org/wiki/Shrubland
http://purl.obolibrary.org/obo/ENVO_00000160	sisal plantation	yes/no	sisal farm, sisal estate	A species of flowering plant native to southern Mexico but widely cultivated and naturalized in many other countries that yields a stiff fibre used in making rope and various other products.	The Environment Ontology	https://en.wikipedia.org/wiki/Sisal
http://purl.obolibrary.org/obo/ENVO_2100003	skin environment	yes/no	lives on skin, lives in skin	An environment determined by an area or zone of skin tissue.	The Environment Ontology	https://en.wikipedia.org/wiki/Skin
http://purl.obolibrary.org/obo/ENVO_00000892	small freshwater lake biome	yes/no	small fresh water lake, small freshwater lake, small freshwater lakes	A biome which is determined by a small freshwater lake.	The Environment Ontology	https://en.wikipedia.org/wiki/Lake
http://purl.obolibrary.org/obo/ENVO_00000890	small river biome	yes/no	small river, small rivers, river, rivers	A small water body which drains a land mass, carrying water down from higher areas to a lower point, oftentimes ending in another body of water.	The Environment Ontology	https://en.wikipedia.org/wiki/River
http://purl.obolibrary.org/obo/ENVO_01001837	subalpine biome	yes/no	subalpine zone, subalpine climate	A biome which is subject to subapline altitudinal conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Montane_ecosystems#Subalpine_zone
http://purl.obolibrary.org/obo/ENVO_01001834	subpolar biome	yes/no	subpolar zone, subpolar climate	A biome which is subject to subpolar climatic conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Temperate_climate#Subpolar_zone
http://purl.obolibrary.org/obo/ENVO_01001832	subtropical biome	yes/no	subtropical zone, subtropics	A biome which is subject to subtropical climatic conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Subtropics
http://purl.obolibrary.org/obo/ENVO_00000159	sugar plantation	yes/no	sugar farm, sugar estate, sugarcane farm, sugarcane estate	A commercial agricultural facility found in tropical climates where sugarcane is grown.	The Environment Ontology	https://en.wikipedia.org/wiki/Sugarcane
http://purl.obolibrary.org/obo/ENVO_00000233	swamp ecosystem	yes/no	swamps, swampy environment	A wetland ecosystem in which land mass is permanently inundated by shallow bodies of water, generally with a substantial number of hummocks, or dry-land protrusions.	The Environment Ontology	https://en.wikipedia.org/wiki/Swamp
http://purl.obolibrary.org/obo/ENVO_00000162	tea plantation	yes/no	tea farm, tea estate	A commercial agricultural facility found in tropical climates where sugarcane is grown.	The Environment Ontology	https://en.wikipedia.org/wiki/Tea#Cultivation_and_harvesting
http://purl.obolibrary.org/obo/ENVO_01001831	temperate biome	yes/no	temperate climate, temperate zone	A biome which is subject to temperate climatic conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Temperate_climate
http://purl.obolibrary.org/obo/ENVO_01000182	temperate desert biome	yes/no	temperate desert, cold desert	A temperate desert biome is a desert biome which has communities adapted to intermediate insolation, low rainfall, and large temperature variations between winter and summer. Winter temperatures may fall below 0 degrees Celsius. Some precipitation in this biome may fall as snow.	The Environment Ontology	https://en.wikipedia.org/wiki/Desert
http://purl.obolibrary.org/obo/ENVO_01001805	temperate forest	yes/no	temperate forests	A forest ecosystem which is subject to temperate climate conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Temperate_forest
http://purl.obolibrary.org/obo/ENVO_01001811	temperate grassland	yes/no	temperate grasslands, prairie, pampas, veld, steppe	The predominant vegetation in this biome consists of grass and/or shrubs. The climate is temperate and ranges from semi-arid to semi-humid.	The Environment Ontology	https://en.wikipedia.org/wiki/Temperate_grasslands,_savannas,_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000193	temperate grassland biome	yes/no	temperate grasslands, prairie, pampas, veld, steppe	The predominant vegetation in this biome consists of grass and/or shrubs. The climate is temperate and ranges from semi-arid to semi-humid.	The Environment Ontology	https://en.wikipedia.org/wiki/Temperate_grasslands,_savannas,_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000189	temperate savanna biome	yes/no	temperate savannas, prairie, pampas, veld, steppe	The predominant vegetation in this biome consists of grass and/or shrubs. The climate is temperate and ranges from semi-arid to semi-humid.	The Environment Ontology	https://en.wikipedia.org/wiki/Temperate_grasslands,_savannas,_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000215	temperate shrubland biome	yes/no	temperate shrublands, prairie, pampas, veld, steppe	The predominant vegetation in this biome consists of grass and/or shrubs. The climate is temperate and ranges from semi-arid to semi-humid.	The Environment Ontology	https://en.wikipedia.org/wiki/Temperate_grasslands,_savannas,_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000221	temperate woodland biome	yes/no	temperate woodlands, prairie, pampas, veld, steppe	The predominant vegetation in this biome consists of grass and/or shrubs. The climate is temperate and ranges from semi-arid to semi-humid.	The Environment Ontology	https://en.wikipedia.org/wiki/Temperate_grasslands,_savannas,_and_shrublands
http://purl.obolibrary.org/obo/ENVO_00000446	terrestrial biome	yes/no	lives in soil, lives on land	A biome which is  primarily or completely situated on a landmass.	The Environment Ontology	https://en.wikipedia.org/wiki/Biome#Terrestrial_biomes
http://purl.obolibrary.org/obo/ENVO_01001570	terrestrial ecoregion	yes/no	lives in soil, lives on land	An ecoregion which is located on a landmass.	The Environment Ontology	https://en.wikipedia.org/wiki/Biome#Terrestrial_biomes
http://purl.obolibrary.org/obo/ENVO_01001790	terrestrial ecosystem	yes/no	lives in soil, lives on land	An ecosystem which is located on a landmass.	The Environment Ontology	https://en.wikipedia.org/wiki/Biome#Terrestrial_biomes
http://purl.obolibrary.org/obo/ENVO_00000241	tidal mudflat	yes/no	tidal mudflats, tidal mud flats, tidal muddy wetlands	A level tract lying at a small depth below the surface of water, or alternately covered and left bare by the tide.	The Environment Ontology	https://en.wikipedia.org/wiki/Mudflat
http://purl.obolibrary.org/obo/ENVO_01000953	tree line ecotone	yes/no	tree line, tree lines	An ecotone which overlaps at least one biome which supports the growth and persistence of trees and at least one that does not. Before ceasing altogether, tree growth becomes sparse and trees appear stunted as conditions become less favourable along this ecotone.	The Environment Ontology	https://en.wikipedia.org/wiki/Tree_line
http://purl.obolibrary.org/obo/ENVO_01001830	tropical biome	yes/no	tropical zone, tropical regions, tropics	A biome which is subject to tropical climatic conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Tropical_climate
http://purl.obolibrary.org/obo/ENVO_01000183	tropical desert biome	yes/no	tropical desert, hot desert	A tropical desert biome is a desert biome which has communities adapted to temperatures above a monthly average of 18 degrees Celsius, high daily temperature ranges of approximately 20 degrees Celsius, very high insolation due to inhibited cloud formation, and very low precipitation. Tropical desert biomes located near coasts with cold upwellings may have cooler temperatures and reduced insolution due to fog.	The Environment Ontology	https://en.wikipedia.org/wiki/Tropical_desert
http://purl.obolibrary.org/obo/ENVO_01001803	tropical forest	yes/no	tropical forests	A forest ecosystem which is subject to tropical climate conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Tropical_forest
http://purl.obolibrary.org/obo/ENVO_01001806	tropical grassland	yes/no	tropical grasslands	A grassland ecosystem which is subject to tropical climatic conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Tropical_and_subtropical_grasslands,_savannas,_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000192	tropical grassland biome	yes/no	tropical grasslands	A grassland ecosystem which is subject to tropical climatic conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Tropical_and_subtropical_grasslands,_savannas,_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000188	tropical savanna biome	yes/no	tropical savannas	A savanna ecosystem which is subject to tropical climatic conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Tropical_and_subtropical_grasslands,_savannas,_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000214	tropical shrubland biome	yes/no	tropical shrublands	A shrubland ecosystem which is subject to tropical climatic conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Tropical_and_subtropical_grasslands,_savannas,_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000220	tropical woodland biome	yes/no	tropical woodlands	A woodland ecosystem which is subject to tropical climatic conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Tropical_and_subtropical_grasslands,_savannas,_and_shrublands
http://purl.obolibrary.org/obo/ENVO_01000180	tundra biome	yes/no	tundra, arctic tundra, alpine tundra, antarctic tundra	A terrestrial biome which comprises a tundra ecosystem that has reached its climax community.	The Environment Ontology	https://en.wikipedia.org/wiki/Tundra
http://purl.obolibrary.org/obo/ENVO_01001370	tundra ecosystem	yes/no	tundra, arctic tundra, alpine tundra, antarctic tundra	An ecosystem which 1) typically has monthly average temperatures below 10 degrees Celsius 2) has a low evapotranspiration ratio 3) is dominated by treeless terrain, covered by communities of low-growing vegetation such as dwarf shrubs, sedges and grasses, mosses, and lichens, 4) contains areas of soil underlain by permafrost with a thin active layer and 5) occurs in both polar and alpine regions (i.e., both high latitudes and high altitudes), and 5) does not have permanent snow or ice cover.	The Environment Ontology	https://en.wikipedia.org/wiki/Tundra
http://purl.obolibrary.org/obo/ENVO_00000187	tundra mire	yes/no	tundra peatlands, tundra bog, tundra wetlands	Peatlands with a shallow peat layer, only about 500 mm thick, dominated by sedges and grasses. They form in permafrost areas, covering around 110,000 to 160,000 km2 in Alaska, Canada, and the former USSR.	The Environment Ontology	https://en.wikipedia.org/wiki/Peatland#Types_of_peatland
http://purl.obolibrary.org/obo/ENVO_01000249	urban biome	yes/no	urban environment, urban area, built-up area	An urban biome is a dense settlement biome which has been urbanised.	The Environment Ontology	https://en.wikipedia.org/wiki/Urban_area
http://purl.obolibrary.org/obo/ENVO_01000246	village biome	yes/no	village environment, village area, human settlements	A village biome is an anthropogenic terrestrial biome which contains settlements such as villages, towns, and/or small cities and which is primarily used for agricultural activity.	The Environment Ontology	https://en.wikipedia.org/wiki/Village
http://purl.obolibrary.org/obo/ENVO_00000116	vineyard	yes/no	vineyards, grape field, grape vines	A place where grapes are grown for making wine, raisins or table grapes.	The Environment Ontology	https://en.wikipedia.org/wiki/Vineyard
http://purl.obolibrary.org/obo/ENVO_01001209	wetland ecosystem	yes/no	wetlands, flooded habitat	A terrestrial ecosystem which is inundated or saturated by surface or ground water at a frequency and duration sufficient to support, and that under normal circumstances does support, a prevalence of vegetation typically adapted for life in saturated soil conditions.	The Environment Ontology	https://en.wikipedia.org/wiki/Wetland
http://purl.obolibrary.org/obo/ENVO_01000175	woodland biome	yes/no	woodlands	A woodland biome is a terrestrial biome which includes, across its entire spatial extent, woody plants spaced sufficiently far apart to allow light penetration to support communities of herbaceous plants or shrubs living closer to the woodland floor.	The Environment Ontology	https://en.wikipedia.org/wiki/Woodland
http://purl.obolibrary.org/obo/ENVO_01001245	woodland ecosystem	yes/no	woodlands	An ecosystem which is determined by communities of plants with a tree growth form and in which members of those communities are spaced sufficiently far apart to allow sunlight to illuminate the understory.	The Environment Ontology	https://en.wikipedia.org/wiki/Woodland
